customer_tweet_id,customer_message,author_id,created_at,brand_response,intent,auto_handle,escalate_reason
523825,@241073 @AppleSupport I have that problem too. Please help,249088,Sat Dec 02 07:11:16 +0000 2017,@249088 We're happy to help! Please check out the following article: https://t.co/osZOKKTalm If you need to update the iOS be sure to create a backup before beginning. DM us if you have additional questions. https://t.co/GDrqU22YpT,,,
2002212,@applesupport. hi. word on the street is i can inquire about my phone's battery life here. seems to be dying ...,592044,Fri Nov 03 17:32:50 +0000 2017,@592044 We can help. Follow these steps and DM us what iPhone and version of iOS you are using if issues persist: https://t.co/bivpdfBNJ6 https://t.co/GDrqU22YpT,,,
1134140,@AppleSupport i can't reset my password for my apple id please help,387234,Tue Oct 24 04:50:00 +0000 2017,@387234 We'd like to help. Have you tried resetting the Apple ID through our website? Check out this article: https://t.co/ZTde7mzxXQ,,,
669244,@AppleSupport why when i turn my WiFi off does it suddenly come back on?? Fix this.,279599,Thu Nov 30 19:49:40 +0000 2017,@279599 We'd love to help. Which device are you experiencing this issue on? Which version of software is being used on that device?,,,
2743029,@AppleSupport No. She doesn’t have a twitter account and she’s in her mid-80s. Easier via me. What’s the issue do you think?,765475,Mon Nov 20 18:40:55 +0000 2017,@765475 Let's continue over DM. https://t.co/GDrqU22YpT,,,
1375800,"@AppleSupport Yep,  it was there. I fix it by restoring from a backup and running update again.",440258,Tue Oct 17 19:55:10 +0000 2017,@440258 Thank you for the update. We're glad to hear it's working properly now.  Contact us again if you need further assistance.,,,
966331,Is anyone have a problem updating to #iOS 11.0.3 🤔 @349334 @AppleSupport https://t.co/JgJwCx8mQp,349333,Sat Oct 21 21:58:40 +0000 2017,@349333 This article on over-the-air updates may help: https://t.co/Ui1yTnOCUz,,,
2122589,@AppleSupport fix the auto correct bugs and the I️ bug. You know what I’m talking about!,625313,Wed Nov 08 09:49:57 +0000 2017,@625313 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,,,
932778,@115858 this iOS 11 update has trashed my brand new iphone. This is ridiculous.,341263,Tue Oct 10 23:29:21 +0000 2017,@341263 We'd like to work with you. What seems to be going on with your iPhone?,,,
2301986,lm using lowercase L’s as l’s until @AppleSupport fixes this question mark shit😑,668062,Sun Nov 12 14:53:42 +0000 2017,"@668062 iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards. How to back up: https://t.co/4f8hwT5to6",,,
